,mean of normalized counts for all samples,log2 fold change (MAP): group cag_female vs wt_female,standard error: group cag_female vs wt_female,Wald statistic: group cag_female vs wt_female,Wald test p-value: group cag_female vs wt_female,BH adjusted p-values,symbol,ENTREZID,CHR,raClass,log2 fold change: Testis vs Ovary,BH adjusted p-Value: Testis vs Ovary
ENSMUSG00000033102,2265.52069600849,1.51137944150271,0.213640022903968,7.07442089248455,0.00000000000150074147107146,0.0000000000309333160048171,Cdc14b,218294,chr13,0,3.17584455618092,3.14822577669237e-49
ENSMUSG00000004609,85.8683926689551,1.51063745538735,0.466838160370635,3.2358911152165,0.00121263631197893,0.00534041350704558,Cd33,12489,chr7,0,1.98694857693079,0.0000488154060609807
ENSMUSG00000000552,1464.16701303482,1.50826242535696,0.234413603701336,6.4341932445125,0.000000000124130852981896,0.0000000020416638551499,Zfp385a,29813,chr15,0,4.23752769111426,1.45221131806363e-73
ENSMUSG00000036766,30.2455228726798,1.50811797808747,0.577940887479837,2.60946752645198,0.00906832525520365,0.0298739937664875,Dner,227325,chr1,0,1.50379783951092,0.017707444817362
ENSMUSG00000030924,2143.43545969623,1.50800526397301,0.21869308879173,6.89553232936932,0.00000000000536634672511633,0.000000000104160513793167,2610020H08Rik,434234,chr7,0,3.90407810410233,4.79609536787818e-71
ENSMUSG00000061689,3040.3011583784,1.50705540469186,0.233228464041457,6.46171302840623,0.000000000103524285125012,0.00000000171897404324965,Dlgap4,228836,chr2,0,1.3785449073966,0.0000000103399591001079
ENSMUSG00000028199,774.172686326242,1.50701905878458,0.231829448453135,6.50055059372335,0.0000000000800265688772195,0.00000000135363326369898,Cryz,12972,chr3,0,-0.894162595193204,0.000448918218554822
ENSMUSG00000033669,354.233169729921,1.50669389901646,0.243023061054483,6.19979804582692,0.000000000565356585478918,0.00000000859889129204225,Zfp7,223669,chr15,0,-1.1068828531814,0.0000793189860361672
ENSMUSG00000052861,1816.91619549895,1.50661062068217,0.501884348329525,3.00190796086147,0.00268293279460375,0.0105950331543312,Dnah6,330355,chr6,0,7.34674909157505,1.90280352327824e-49
ENSMUSG00000055254,318.813100392962,1.50634356386505,0.388248200901231,3.8798468617972,0.000104522250459939,0.000612201752693927,Ntrk2,18212,chr13,1,-0.391892575862083,0.38668874553691
ENSMUSG00000070733,2521.07281734534,1.50590398865099,0.29784277226262,5.05603670423526,0.000000428058983675777,0.00000406539274802777,Fryl,72313,chr5,0,-0.239815914805169,0.485573023869182
ENSMUSG00000038126,2039.62676134552,1.50506266879111,0.277504865377297,5.42355416632002,0.0000000584254995448261,0.000000653626250963176,Mphosph9,269702,chr5,0,2.43201939811959,8.47531396993425e-18
ENSMUSG00000016458,3237.27665933855,1.50386808041485,0.154319822055128,9.74513876692792,1.93514299272536e-22,9.45921300461346e-21,Wt1,22431,chr2,1,-0.751118379388516,0.00000464446424837404
ENSMUSG00000021234,384.904880841967,1.50033891629907,0.26810905667126,5.59600236906094,0.0000000219350704669009,0.000000264765074563681,Fam161b,217705,chr12,0,3.51586212432071,9.18228019459738e-40
ENSMUSG00000045071,607.413822322803,1.49947835912614,0.268985414693274,5.57457124891327,0.0000000248140234774084,0.000000297452849227069,E130308A19Rik,230259,chr4,0,0.200202628054172,0.527540344767623
ENSMUSG00000034209,571.03695257735,1.49825589589607,0.192218079978315,7.79456280109079,6.46318634110099e-15,0.000000000000169299575546062,Rasl10a,75668,chr11,0,-2.8928892972838,3.1549113478043e-29
ENSMUSG00000026458,141.279018928696,1.49730927922303,0.382510598620538,3.91442559924569,0.0000906196739028681,0.000537307953830158,Ppfia4,68507,chr1,0,2.30182404319905,0.00000000497696964063794
ENSMUSG00000039518,105.175946284098,1.49635596286689,0.584730686129746,2.55905154007065,0.0104958179172017,0.0338233448814053,Cdsn,386463,chr17,0,3.12937167882419,0.000000172558149047949
ENSMUSG00000037523,1615.90846078546,1.49435254248529,0.182829102701025,8.17349382788889,2.99584694874252e-16,8.93307090170496e-15,Mavs,228607,chr2,0,-1.67113021242091,3.39373025559491e-17
ENSMUSG00000060206,1201.14913322217,1.49423385347161,0.202887487749594,7.36483984323274,0.000000000000177359669269392,0.00000000000400599205080327,Zfp462,242466,chr4,0,-0.0458627307883684,0.855503175386569
ENSMUSG00000052160,191.874039448529,1.49258394385506,0.418208981692044,3.56899064629405,0.000358359218235544,0.0018229682686237,Pld4,104759,chr12,0,-1.4356226602751,0.00268809971390159
ENSMUSG00000036622,2277.09111491863,1.49109363352227,0.219302770308288,6.79924668268504,0.0000000000105167607616256,0.000000000197195799135965,Atp13a2,74772,chr4,0,-0.115984133491135,0.656320398777106
ENSMUSG00000006445,202.1314287894,1.49095919953733,0.303348832043712,4.91499897821425,0.000000887829225932112,0.00000795461244706871,Epha2,13836,chr4,0,-0.711147625584811,0.0465053231072673
ENSMUSG00000026115,2181.50099609683,1.49068022309043,0.374737130126006,3.97793574015253,0.0000695161516374734,0.000424067262495768,NA,NA,chr1,0,9.30222207488033,4.54541950491009e-176
ENSMUSG00000031548,1444.94547569057,1.4905350803646,0.305326581756846,4.88177305686286,0.00000105136212121797,0.00000929106892909215,Sfrp1,20377,chr8,0,-3.07077505788811,1.80768999222627e-20
ENSMUSG00000033016,177.591090290754,1.48923507923667,0.291067141489828,5.11646581477393,0.00000031131367654798,0.00000305573764490862,Nfatc1,18018,chr18,0,0.47048101925481,0.161594124499841
ENSMUSG00000032221,4289.15995489344,1.48768105902782,0.223653429120978,6.65172479078384,0.000000000028967799256581,0.000000000519080944398211,Mns1,17427,chr9,0,5.3479578067852,1.5156899067551e-127
ENSMUSG00000029096,1624.83028982752,1.48696707636557,0.420292626860821,3.53793281474331,0.000403272655964072,0.0020236955099288,Htra3,78558,chr5,0,-1.52606266432076,0.000624926326715848
ENSMUSG00000039680,620.128884509036,1.48672011877749,0.217159431324523,6.84621482801608,0.00000000000758295804672265,0.000000000144702787953986,Mrps6,121022,chr16,0,0.111417762079886,0.673488905311857
ENSMUSG00000039824,271.537526893212,1.48646408579976,0.336218450286697,4.42112586186821,0.00000981879576946653,0.0000721959018370911,Myl6b,216459,chr10,0,3.19692452509089,3.32891803729416e-21
ENSMUSG00000021819,4869.32748062528,1.4853933152396,0.228640410068249,6.49663510836168,0.0000000000821363529297733,0.00000000138724622351241,Zswim8,268721,chr14,0,0.726283364818307,0.00271602031411095
ENSMUSG00000006782,926.339868855617,1.48412591065414,0.301326509666359,4.92530813932508,0.000000842275182854071,0.00000757344931996556,Cnp,12799,chr11,0,-1.72960612001553,0.0000000944762805826885
ENSMUSG00000061288,834.096841838908,1.48131100288807,0.177152261510659,8.36179561161823,6.17707923289073e-17,1.95250917875395e-15,Taok3,330177,chr5,0,-0.108376644123115,0.615666204453452
ENSMUSG00000004040,3436.71211544205,1.48127531175405,0.155774093212034,9.50912492064897,1.92273098847487e-21,8.68567818985293e-20,Stat3,20848,chr11,0,-1.03555721109711,0.000000000292783248992774
ENSMUSG00000049092,92.1509121257226,1.48021041876939,0.460924585015715,3.21139393924696,0.00132092720075971,0.00574245570641448,Gpr137c,70713,chr14,0,0.729935553164204,0.162708215600697
ENSMUSG00000030711,493.466955470773,1.47965444286572,0.213156233107299,6.94164285649055,0.00000000000387566028867092,0.0000000000769420558361405,Sult1a1,20887,chr7,0,-1.19234928429458,0.000000984435921132507
ENSMUSG00000041112,2096.16027202123,1.47949393946075,0.432734588065537,3.41894080173846,0.000628654017578713,0.00299719775138855,Elmo1,140580,chr13,0,0.237379005685882,0.640585025397292
ENSMUSG00000037548,57.7435389550272,1.47867414743252,0.60650881781898,2.4380093149344,0.0147683934449645,0.0449970759890196,H2-DMb2,15000,chr17,0,0.220089537853995,0.770589043244533
ENSMUSG00000037410,1310.69273568615,1.47834476700231,0.208658682683228,7.08499041588715,0.000000000001390539251346,0.0000000000288193080004237,Tbc1d2b,67016,chr9,0,-2.59004740586672,2.34181826351853e-28
ENSMUSG00000030811,2037.83049958986,1.47534491963642,0.248944649356536,5.92639738773195,0.00000000309652725393076,0.0000000424216736143832,Fbxl19,233902,chr7,0,0.740247221564832,0.00528237509268207
ENSMUSG00000030509,867.332528554123,1.47400688720584,0.249872893385182,5.89902677011723,0.00000000365651914131877,0.0000000496129143922821,Asb7,117589,chr7,0,0.219261874296255,0.449387433204834
ENSMUSG00000025730,906.090136061003,1.47314790345225,0.23016712571142,6.40034018280812,0.000000000155031148643589,0.00000000251157119262828,Rab40c,224624,chr17,0,0.432187770445679,0.0900056587892103
ENSMUSG00000038534,829.226634263345,1.4727957655585,0.209432037005241,7.03233271575184,0.00000000000203108753505357,0.0000000000413749532793271,Osbpl7,71240,chr11,0,1.7854931783796,9.21213597490998e-17
ENSMUSG00000039713,783.036432392356,1.47242027057917,0.218744331583157,6.73123851906271,0.0000000000168224932365266,0.000000000310290682093782,Plekhg5,269608,chr4,0,0.0204388596796913,0.941483369285704
ENSMUSG00000086320,442.837055169933,1.47178926339952,0.285680646873475,5.1518689820503,0.000000257903194898793,0.00000257698238717416,NA,NA,chr4,0,-2.28039113272649,0.00000000000627641658489445
ENSMUSG00000069814,57.9036232881412,1.47121103460919,0.469758119853889,3.13184801375395,0.00173709775006803,0.00729793879330603,E130309D14Rik,432582,chr11,0,1.53457534257385,0.00239668924605888
ENSMUSG00000028556,4393.24694403351,1.46970170498861,0.216773041478832,6.77990996925755,0.0000000000120250794817972,0.000000000225104713674139,Dock7,67299,chr4,0,0.0263641649995087,0.92201694888256
ENSMUSG00000043621,4471.75466212734,1.46875621962723,0.234480006023303,6.26388682146856,0.000000000375498057290863,0.00000000581675019343382,Ubxn10,212190,chr4,0,7.68887729460223,1.36302403336069e-259
ENSMUSG00000074622,357.832590716003,1.46778083946265,0.288911736960157,5.08037802446587,0.000000376684534593478,0.00000361693864527772,Mafb,16658,chr2,0,0.248118774434838,0.465641210340162
ENSMUSG00000058927,2621.9509157786,1.46708335383537,0.19428168180147,7.55132105215425,0.0000000000000430865251255358,0.00000000000104515995352747,Cycs,13063,chr19,0,-0.771071097166942,0.000195293010673044
ENSMUSG00000047446,4843.19368616299,1.46702345458333,0.202989936460118,7.22707480068383,0.000000000000493508314021132,0.0000000000106778969052832,Arl4a,11861,chr12,0,4.22902349079633,5.9673254444948e-96
ENSMUSG00000038481,2859.66195960125,1.46570248419225,0.202038304388256,7.25457723786682,0.000000000000402918304627057,0.00000000000879348801380863,Cdk19,78334,chr10,0,0.919314592684687,0.0000132207945124964
ENSMUSG00000026791,803.890084124657,1.46509597879523,0.228048814883359,6.42448407173081,0.000000000132317514691286,0.00000000216591805499851,Slc2a8,56017,chr2,0,2.14858600679351,2.41408952877503e-20
ENSMUSG00000037259,302.71846182059,1.46495465703679,0.298630651799182,4.90557365163544,0.000000931546761141758,0.00000831667309592121,Dzank1,241688,chr2,0,1.94267723295763,0.000000000284376856712597
ENSMUSG00000051166,551.888018222998,1.46461516094949,0.305781840865264,4.78973884389307,0.00000166998515223304,0.000014230084324299,Eml5,319670,chr12,0,0.180079606279795,0.620662549497526
ENSMUSG00000027530,564.991322792242,1.46417491602303,0.587827115573159,2.49082575000881,0.0127446606980538,0.039757017356079,Fabp12,75497,chr3,0,8.92814133290763,5.91221385048816e-71
ENSMUSG00000037015,752.607211736886,1.46390800113512,0.218386683077047,6.70328419530349,0.0000000000203786572357054,0.00000000037104567221117,NA,NA,chr1,0,0.109029866055589,0.67995889675873
ENSMUSG00000035237,64.6033761960888,1.46300921035431,0.523143685190849,2.79657243653927,0.00516478319232252,0.0185538687632767,Lcat,16816,chr8,0,-0.823784240270003,0.194355735528879
ENSMUSG00000086695,29.5256918812313,1.46267108068345,0.593430445034763,2.46477256588642,0.0137100244063869,0.0423077818878305,NA,NA,chrX,0,-0.79904801888191,0.29784304369343
ENSMUSG00000015947,96.1097916441933,1.46099026517393,0.376420134880314,3.88127554770275,0.000103910026695603,0.000608798511444373,Fcgr1,14129,chr3,0,-1.94050790299121,0.0000833868244649368
ENSMUSG00000004951,928.43860611159,1.46085503358838,0.264722918408804,5.51843052490235,0.0000000342040643230812,0.000000398202872304513,Hspb1,15507,chr5,0,-0.68463791074994,0.0185258652077154
ENSMUSG00000038235,3417.80730258685,1.46071512117478,0.164938756584911,8.8561060566914,8.28580506738913e-19,3.04422630333037e-17,F11r,16456,chr1,0,-1.9731069476095,1.56443818444587e-29
ENSMUSG00000021253,1784.61315399455,1.45997720120546,0.189241033750804,7.71490819019719,0.0000000000000121069352298315,0.000000000000310306190906084,Tgfb3,21809,chr12,2,-1.7221001822605,2.62241267661936e-17
ENSMUSG00000056124,974.945623531486,1.4585234359801,0.340973495562759,4.2775273003929,0.0000188980787468866,0.000130915616222693,B4galt6,56386,chr18,0,-2.05691581128782,0.0000000172799336353116
ENSMUSG00000028878,3271.59763821414,1.45828225749135,0.215300198408352,6.77325087608829,0.000000000012592031663085,0.000000000234360905097811,Fam76a,230789,chr4,0,3.23126858130789,4.41575272395708e-50
ENSMUSG00000040562,7207.44529673427,1.45749484770836,0.29018274747653,5.02267919227776,0.000000509556183063528,0.00000477526937270964,Gstm2,14863,chr3,0,-0.395374804326132,0.220603015833643
ENSMUSG00000041440,604.242272653263,1.45642869428645,0.256856334322766,5.67020742597805,0.0000000142624735829658,0.000000178040982972798,Gk5,235533,chr9,0,-0.448686874936903,0.123788445276575
ENSMUSG00000022641,6495.29846418562,1.4555087420488,0.234110532309674,6.21718607740167,0.000000000506149412169291,0.00000000774521534564935,Bbx,70508,chr16,0,2.43928373034466,1.19051906310236e-24
ENSMUSG00000006958,98.7632764779447,1.45540430056943,0.407963440112588,3.56748707719441,0.000360421148211693,0.00183010210685365,Chrd,12667,chr16,0,-0.18451481665482,0.721709718842833
ENSMUSG00000018593,26307.9511715078,1.45470302549996,0.208467540712673,6.9780792756842,0.00000000000299242801827419,0.0000000000601996719196281,Sparc,20692,chr11,1,-1.04233751962025,0.00000146500265106085
ENSMUSG00000029229,1837.34889019126,1.45385508210743,0.186763366678509,7.78447673097512,7.00023256143108e-15,0.0000000000001831552177229,Chic2,74277,chr5,0,1.39949436714129,0.000000000000322095081765586
ENSMUSG00000040247,58.2656845032909,1.451458719422,0.445340394798866,3.2592119115481,0.00111722183309756,0.00496855266784516,Tbc1d10c,108995,chr19,0,-0.00778112701315123,0.98988891642471
ENSMUSG00000053293,3698.83762164742,1.45097163630192,0.227649549491273,6.37370747952016,0.000000000184512368493265,0.0000000029679345584503,Pom121,107939,chr5,0,2.48719819444872,5.35349720328009e-27
ENSMUSG00000085272,39.8823848839065,1.45083526471026,0.566170002568433,2.56254350836062,0.0103908567624227,0.033508958427921,Sbk3,381835,chr7,0,-1.51706867723748,0.038426513462547
ENSMUSG00000025931,1537.39823609081,1.45040875028485,0.304281258089095,4.7666713335994,0.0000018729446382695,0.0000158377244748033,Paqr8,74229,chr1,0,1.01704002887027,0.00157306147840703
ENSMUSG00000000594,17356.5717504054,1.45029151860737,0.167080292861899,8.68020694580731,3.95049353832662e-18,1.37974644690445e-16,Gm2a,14667,chr11,0,-0.564024569260053,0.00140538096258408
ENSMUSG00000022801,1810.79670726678,1.44832518842248,0.210485717612197,6.88087156151328,0.00000000000594874687087314,0.000000000114971852418105,Lrch3,70144,chr16,0,0.33055449258083,0.158165826620427
ENSMUSG00000063972,3017.46789098611,1.44741424139934,0.201146862100901,7.19580820839891,0.000000000000620918577204346,0.0000000000133074140523568,Nr6a1,14536,chr2,1,4.09721633465562,3.11674946665122e-92
ENSMUSG00000026576,2705.88140362017,1.44662006473971,0.267764772930721,5.40257797508709,0.000000065689886413888,0.000000726847507873016,Atp1b1,11931,chr1,0,-0.48720243236434,0.0981073249790129
ENSMUSG00000041025,723.415827149354,1.44642760880269,0.206420283791967,7.00719707497553,0.00000000000243139683273212,0.0000000000492194750611747,Iffo2,212632,chr4,0,-1.85673518334804,3.17993002657005e-15
ENSMUSG00000056724,426.006332111822,1.44605825888769,0.249975184997375,5.78480723557772,0.0000000072595527606393,0.0000000951901495242113,Nbeal2,235627,chr9,0,0.861794329003423,0.0013240591030561
ENSMUSG00000027460,191.850129456953,1.44336665365643,0.455558731481642,3.16834373684833,0.00153310139669435,0.00654172743919302,Angpt4,11602,chr2,0,-2.58207378682449,0.00000169940492169757
ENSMUSG00000019590,638.226478501288,1.44280120860997,0.329990222291541,4.37225442193641,0.0000122970102989083,0.000088858856029659,Cyb561,13056,chr11,0,0.907192878451999,0.0104229776403364
ENSMUSG00000030282,1542.14318561007,1.44174855373354,0.226222008138509,6.37315779130916,0.000000000185175189137737,0.00000000297648073903783,Cmas,12764,chr6,0,0.017049086929822,0.951998734677042
ENSMUSG00000010592,2035.13296558345,1.44129785471563,0.260702236897458,5.52852124273307,0.0000000322941326831536,0.00000037849860739779,Dazl,13164,chr17,0,4.60372148251191,6.26293941358388e-70
ENSMUSG00000074635,514.35779510335,1.4398032442322,0.569528403983741,2.52806222509896,0.0114694022298047,0.0364316507038512,3110070M22Rik,67304,chr13,0,8.64629119787824,2.24139724853371e-70
ENSMUSG00000029223,2230.24186258915,1.43932557238738,0.170664384516294,8.43366105041071,3.35016108215658e-17,1.08937996568057e-15,Uchl1,22223,chr5,0,-0.519655798606036,0.00502258076307829
ENSMUSG00000034116,149.520838937,1.43597982874894,0.389684990160169,3.68497598062148,0.000228724209371659,0.0012246241557841,Vav1,22324,chr17,0,2.535006254282,0.000000000194367122265426
ENSMUSG00000091561,2291.33565507474,1.43534784912374,0.328192706094263,4.37349100839394,0.0000122275283358082,0.0000883849956231273,NA,NA,chr18,0,-0.324279212637636,0.385683118554081
ENSMUSG00000025139,5113.93024557457,1.43526854279996,0.232684607796565,6.1683003288933,0.000000000690279434915086,0.0000000103118179346523,Tollip,54473,chr7,0,2.62316797046974,1.15005472847144e-28
ENSMUSG00000022035,1048.02762222588,1.43507994551352,0.202650731526347,7.08154337615574,0.00000000000142557731353079,0.0000000000295184499175013,Ccdc25,67179,chr14,0,0.697243183705147,0.00127299613932545
ENSMUSG00000032733,1374.93317662781,1.4318721686065,0.199913135561173,7.16247166344078,0.000000000000792352505983455,0.0000000000168064872684326,Snx33,235406,chr9,0,-0.855658377582293,0.0000730085984972975
ENSMUSG00000032515,862.49295478325,1.4298268174278,0.241982019911537,5.90881429103912,0.00000000344578886594933,0.0000000469224389976927,Csrnp1,215418,chr9,0,3.44106060655428,9.11587331154403e-46
ENSMUSG00000053475,40.2959604526936,1.42811835441778,0.585997522997968,2.43707233967734,0.0148067169363807,0.0450956288122954,Tnfaip6,21930,chr2,0,0.239898748671987,0.745194489182665
ENSMUSG00000028581,483.463319141339,1.42779184395235,0.406404688455033,3.51322680203362,0.000442699414664439,0.00219622383881753,Laptm5,16792,chr4,1,-1.05683234266822,0.0179416154868119
ENSMUSG00000021590,1051.94836850441,1.4269438904374,0.302280488970271,4.72059541553056,0.00000235155265997875,0.0000195017734703698,Spata9,75571,chr13,0,6.78519095898614,9.08967504277026e-128
ENSMUSG00000091401,156.061238383247,1.42683568584995,0.464764567141547,3.07001821293187,0.00214045717743011,0.00869709638053827,NA,NA,chr7,0,5.49948132187942,4.32200076691262e-37
ENSMUSG00000033219,350.84238214407,1.42496760316009,0.461680904728661,3.08647723690797,0.00202543453954392,0.00829376415758241,Gm9758,381714,chr5,0,5.50745728654507,2.56511492988936e-34
ENSMUSG00000063317,1410.49318099009,1.42355911536957,0.262374887503809,5.42566832105417,0.0000000577380892880237,0.000000646575179003737,Usp31,76179,chr7,0,-0.116151167271882,0.712128339513182
ENSMUSG00000037814,3382.34978091329,1.42270898318288,0.260839575209354,5.45434480960563,0.0000000491537410795372,0.000000555390648083918,Larp1b,214048,chr3,0,5.25662230733252,9.81226776517561e-91
ENSMUSG00000070738,5051.05296695495,1.42256386143646,0.209334824974793,6.79563881264265,0.0000000000107833630281215,0.000000000202027377526859,Dgkd,227333,chr1,0,2.17077105520945,2.03805126330626e-24
ENSMUSG00000031987,1435.95770971044,1.42130105951749,0.216093156861157,6.57726084510255,0.0000000000479193714965823,0.00000000083295792297285,Egln1,112405,chr8,0,-1.52782374354711,0.0000000000416885877403489
ENSMUSG00000041548,1266.85033717348,1.42078241037082,0.470893323437953,3.01720652991596,0.00255115931416785,0.0101365585671079,Hspb8,80888,chr5,0,-4.41099294922776,1.2670182274652e-17
ENSMUSG00000066152,895.209148474448,1.41937762166048,0.184522530090818,7.69216431707229,0.0000000000000144666655272749,0.000000000000369120151311483,Slc31a2,20530,chr4,0,0.302458679550777,0.146567095664434
ENSMUSG00000044005,88.7409159101498,1.4183730078058,0.383387576564076,3.69957999295979,0.000215956565751177,0.00116342037516797,Gls2,216456,chr10,0,1.6189662293921,0.0000665458314599007
ENSMUSG00000021411,140.262997110187,1.41830079000825,0.412243101237921,3.44044760421521,0.00058075287026696,0.00279889245312646,Pxdc1,66895,chr13,0,3.28399705374784,1.96215615114616e-15
ENSMUSG00000020434,1161.95092443523,1.41716610945357,0.284948680043986,4.97340822647365,0.00000065785924523103,0.00000601805595718216,4921536K21Rik,67430,chr11,0,7.23140112510161,4.39553735488059e-174
ENSMUSG00000020275,225.338500905417,1.41671530031642,0.278730150417467,5.08274866638768,0.000000372011807914635,0.00000357358711236164,Rel,19696,chr11,0,-0.932936301136279,0.00430510422783148
ENSMUSG00000023990,360.703677371795,1.41531494032531,0.246875791715756,5.73290289213473,0.00000000987261628660376,0.000000126387859729203,Tfeb,21425,chr17,0,-0.412569487449975,0.15221789829589
ENSMUSG00000054966,717.297701525897,1.41494637198685,0.322981304766638,4.38089248852709,0.0000118194182921564,0.000085599063932187,Ifltd1,74071,chr6,0,6.54552697810055,6.27658131058532e-106
ENSMUSG00000018752,392.454471210844,1.41439498172039,0.232792859521963,6.07576617523764,0.00000000123397107999943,0.0000000177880468041701,Tnfsf12Tnfsf13,619441,chr11,0,-2.36650940556707,3.82389175263303e-16
ENSMUSG00000049866,665.0858015007,1.41330756369045,0.220576570961786,6.40733309765388,0.000000000148087053929352,0.00000000240596281732168,Arl4c,320982,chr1,0,-0.178751286691538,0.495874242525708
ENSMUSG00000031079,122.961401828887,1.41107131682555,0.418632826915481,3.37066571492358,0.000749867901671022,0.00350351163307568,Zfp300,245368,chrX,0,-2.35209579833491,0.00000820880238693015
ENSMUSG00000005251,108.466449204595,1.40983700458963,0.356898645032127,3.95024476616525,0.0000780713125277086,0.000470423308074308,Ripk4,72388,chr16,0,1.45552178018945,0.000126397993208944
ENSMUSG00000017144,846.490863565099,1.40914056441715,0.270286933303016,5.21349865935759,0.000000185311870280787,0.00000189772771411528,Rnd3,74194,chr2,0,-1.61242999757957,0.0000000362463371890176
ENSMUSG00000057963,1541.35961844296,1.40865231360608,0.216226284913797,6.51471357502937,0.0000000000728284912922095,0.00000000124055131897843,Itpk1,217837,chr12,0,1.22438373429738,0.000000047315548053964
ENSMUSG00000046192,2590.25719617408,1.40564689148135,0.412658268854982,3.40632188319321,0.000658444989142733,0.00312147611945503,Iqub,214704,chr6,0,9.37120976225188,4.26598881686817e-138
ENSMUSG00000028859,49.4149436515242,1.405014474106,0.542411630281148,2.59031037623168,0.00958894334465524,0.0312780997574351,Csf3r,12986,chr4,0,-0.246371395191822,0.7226262269445
ENSMUSG00000034807,3691.51153921273,1.4049713054075,0.229026058949765,6.13454779709444,0.000000000854017653728509,0.000000012599822385387,Glt25d1,234407,chr8,0,-1.19602199079729,0.000000618577160016626
ENSMUSG00000020522,2355.75073828751,1.40464388701371,0.259735439152519,5.40797933311245,0.0000000637397774501073,0.000000707830541339956,Mfap3,216760,chr11,0,-0.457514190352763,0.110483636866525
ENSMUSG00000068758,695.413671519865,1.40207932404511,0.373247411296275,3.7564341549637,0.000172351591324314,0.000953706898496791,Il3ra,16188,chr14,0,1.99080622726541,0.000000252391010289265
ENSMUSG00000002688,719.046893752615,1.40206098971171,0.256875901740239,5.4581258117763,0.0000000481186664198854,0.000000544510829207423,Prkd1,18760,chr12,0,-1.18346589491724,0.0000242627912259075
ENSMUSG00000080839,43.118817648752,1.40197747970324,0.546987019272105,2.56309095153465,0.0103744867474764,0.0334657046848469,NA,NA,chr11,0,-0.153365233653814,0.830438812149246
ENSMUSG00000047180,91.1372028918477,1.4016085947691,0.414102608503911,3.38468912290337,0.000712589102741715,0.00334661061906007,Neurl3,214854,chr1,0,-3.67301101555572,0.0000000792652974394329
ENSMUSG00000048696,5867.28103025657,1.40139702775446,0.295024004588339,4.75011187550619,0.00000203304142675147,0.0000170414050260146,Mex3d,237400,chr10,0,4.7214147448745,7.72827139830339e-57
ENSMUSG00000048277,1425.14633402965,1.40047753616239,0.200234189459372,6.99419784375312,0.00000000000266780871000175,0.0000000000539087917185353,Syngr2,20973,chr11,0,-1.41483956721233,0.0000000000493337849592183
ENSMUSG00000037594,1210.91071434344,1.40031223545796,0.245015818282039,5.71519114674488,0.0000000109580777666924,0.000000139015255614228,BC022687,217887,chr12,0,4.11138647400651,1.09840704750915e-63
ENSMUSG00000033253,2214.09683307628,1.39920252477444,0.241295414636796,5.79871162027903,0.00000000668263355550643,0.0000000878799318002449,Szt2,230676,chr4,0,-0.808164178928194,0.00173729237371418
ENSMUSG00000054455,3134.86455675852,1.3986255244117,0.186380867077213,7.50412607444457,0.0000000000000618397656244256,0.00000000000146858087682267,Vapb,56491,chr2,0,0.0112575673089204,0.961404210088608
ENSMUSG00000066705,3036.84822289647,1.39834390287384,0.398101456291431,3.51253149360543,0.000443859396621691,0.00220149591591982,Fxyd6,59095,chr9,0,-0.753945337336102,0.0830838412165713
ENSMUSG00000031438,698.887441373476,1.39832395844966,0.435098353363177,3.2138111938164,0.00130985772940184,0.00570529255808748,Rnf128,66889,chrX,0,-1.22789064873991,0.0092302766763144
ENSMUSG00000052414,658.238286012545,1.39698686161543,0.22139769517944,6.30985277639494,0.000000000279301028287213,0.00000000440497621755834,NA,NA,chr15,0,-0.621183730940832,0.0120620313679165
ENSMUSG00000029859,111.092617371856,1.39669171742556,0.374403309854333,3.73044703576196,0.000191140323177974,0.00104363999859202,Epha1,13835,chr6,0,-3.0257174007729,0.0000000345977305544616
ENSMUSG00000054580,813.129755863602,1.39646852496086,0.24652526275695,5.66460617197535,0.0000000147362595882529,0.000000183348557999637,Pla2r1,18779,chr2,0,-3.08239038767061,2.90789527331929e-26
ENSMUSG00000020640,2062.49172052193,1.39537502721877,0.215623179006695,6.47135912589178,0.0000000000971252851097734,0.00000000162104679395604,Itsn2,20403,chr12,0,0.673969946383528,0.00332744065369236
ENSMUSG00000055022,134.305074800765,1.39515985486719,0.46298059190416,3.01343053955921,0.00258312165929853,0.0102545534806603,Cntn1,12805,chr15,1,4.35260034693345,5.68562991901489e-22
ENSMUSG00000026270,1325.89705852509,1.3940343053668,0.241583917668894,5.77039365375893,0.0000000079086563108115,0.000000102748972230933,Capn10,23830,chr1,0,1.16168515157685,0.00000399817832529342
ENSMUSG00000021895,1912.0789378192,1.39378633856992,0.213017796689226,6.54305114517417,0.0000000000602762043815391,0.0000000010350311514135,Arhgef3,71704,chr14,0,-0.515012297637096,0.0268807219195071
ENSMUSG00000046761,300.730537034338,1.39313681152372,0.359317296485864,3.87717714996926,0.000105675416160814,0.000618635804074378,Fam83h,105732,chr15,0,0.170723547445892,0.693574561211151
ENSMUSG00000034993,2517.1237816321,1.39287622565433,0.184663412973989,7.5427839398296,0.0000000000000460043015120557,0.000000000001111173267685,Vat1,26949,chr11,0,0.0711856239725981,0.749147971389288
ENSMUSG00000037370,723.789714562173,1.39146528854875,0.200192226961671,6.95064593499509,0.00000000000363617429743934,0.0000000000725695738092126,Enpp1,18605,chr10,0,-2.870670544164,1.19891735908681e-30
ENSMUSG00000022132,143.034493099145,1.39093658217107,0.373605092676051,3.72301290704605,0.000196859454068239,0.00107227994331466,Cldn10,58187,chr14,0,-2.90705286863032,0.000000010178801730356
